[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 14:27:07] [  5]  23.00-24.00  sec  12.2 MBytes   102 Mbits/sec  0.077 ms  1726/10535 (16%)
[UE1] [2025-07-19 14:27:08] [  5]  24.00-25.00  sec  12.0 MBytes   101 Mbits/sec  0.103 ms  1391/10085 (14%)
[UE1] [2025-07-19 14:27:09] [  5]  25.00-26.00  sec  12.2 MBytes   102 Mbits/sec  0.090 ms  1662/10497 (16%)
[UE1] [2025-07-19 14:27:10] [  5]  26.00-27.00  sec  12.2 MBytes   102 Mbits/sec  0.103 ms  1534/10343 (15%)
[UE1] [2025-07-19 14:27:11] [  5]  27.00-28.00  sec  11.4 MBytes  95.4 Mbits/sec  0.122 ms  2418/10650 (23%)
[UE1] [2025-07-19 14:27:12] [  5]  28.00-29.00  sec  12.2 MBytes   102 Mbits/sec  0.088 ms  1563/10407 (15%)
[UE1] [2025-07-19 14:27:13] [  5]  29.00-30.00  sec  12.0 MBytes   101 Mbits/sec  0.100 ms  1474/10169 (14%)
[UE1] [2025-07-19 14:27:14] [  5]  30.00-31.00  sec  11.7 MBytes  98.1 Mbits/sec  0.074 ms  1489/9961 (15%)
[UE1] [2025-07-19 14:27:15] [  5]  31.00-32.00  sec  12.2 MBytes   103 Mbits/sec  0.110 ms  1719/10569 (16%)
[UE1] [2025-07-19 14:27:16] [  5]  32.00-33.00  sec  11.7 MBytes  97.8 Mbits/sec  0.080 ms  1547/9991 (15%)
[UE1] [2025-07-19 14:27:17] [  5]  33.00-34.00  sec  12.4 MBytes   104 Mbits/sec  0.108 ms  1790/10801 (17%)
[UE1] [2025-07-19 14:27:18] [  5]  34.00-35.00  sec  12.5 MBytes   105 Mbits/sec  0.121 ms  1449/10511 (14%)
[UE1] [2025-07-19 14:27:19] [  5]  35.00-36.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1464/10295 (14%)
[UE1] [2025-07-19 14:27:20] [  5]  36.00-37.00  sec  12.0 MBytes   101 Mbits/sec  0.077 ms  1606/10286 (16%)
[UE1] [2025-07-19 14:27:21] [  5]  37.00-38.00  sec  12.2 MBytes   102 Mbits/sec  0.108 ms  1372/10200 (13%)
[UE1] [2025-07-19 14:27:22] [  5]  38.00-39.00  sec  12.4 MBytes   104 Mbits/sec  0.086 ms  1515/10485 (14%)
[UE1] [2025-07-19 14:27:23] [  5]  39.00-40.00  sec  11.2 MBytes  94.0 Mbits/sec  0.115 ms  2011/10126 (20%)
[UE1] [2025-07-19 14:27:24] [  5]  40.00-41.00  sec  12.0 MBytes   101 Mbits/sec  0.080 ms  1599/10283 (16%)
[UE1] [2025-07-19 14:27:25] [  5]  41.00-42.00  sec  12.2 MBytes   102 Mbits/sec  0.116 ms  1598/10426 (15%)
[UE1] [2025-07-19 14:27:26] [  5]  42.00-43.00  sec  12.2 MBytes   102 Mbits/sec  0.109 ms  1865/10691 (17%)
[UE1] [2025-07-19 14:27:27] [  5]  43.00-44.00  sec  12.0 MBytes   101 Mbits/sec  0.086 ms  1731/10415 (17%)
[UE1] [2025-07-19 14:27:28] [  5]  44.00-45.00  sec  12.2 MBytes   102 Mbits/sec  0.114 ms  1405/10240 (14%)
[UE1] [2025-07-19 14:27:29] [  5]  45.00-46.00  sec  12.0 MBytes   100 Mbits/sec  0.128 ms  1497/10170 (15%)
[UE1] [2025-07-19 14:27:30] [  5]  46.00-47.00  sec  12.2 MBytes   102 Mbits/sec  0.090 ms  1454/10285 (14%)
[UE1] [2025-07-19 14:27:31] [  5]  47.00-48.00  sec  10.8 MBytes  90.5 Mbits/sec  2.764 ms  1517/9331 (16%)
[UE1] [2025-07-19 14:27:32] [  5]  48.00-49.00  sec  12.8 MBytes   107 Mbits/sec  0.075 ms  2666/11917 (22%)
[UE1] [2025-07-19 14:27:33] [  5]  49.00-50.00  sec  12.0 MBytes   101 Mbits/sec  0.078 ms  1478/10172 (15%)
[UE1] [2025-07-19 14:27:34] [  5]  50.00-51.00  sec  12.2 MBytes   102 Mbits/sec  0.071 ms  1519/10337 (15%)
[UE1] [2025-07-19 14:27:35] [  5]  51.00-52.00  sec  12.2 MBytes   102 Mbits/sec  0.108 ms  1353/10180 (13%)
[UE1] [2025-07-19 14:27:36] [  5]  52.00-53.00  sec  12.0 MBytes   101 Mbits/sec  0.083 ms  1638/10332 (16%)
[UE1] [2025-07-19 14:27:37] [  5]  53.00-54.00  sec  12.2 MBytes   102 Mbits/sec  0.096 ms  1673/10490 (16%)
[UE1] [2025-07-19 14:27:38] [  5]  54.00-55.00  sec  12.0 MBytes   101 Mbits/sec  0.087 ms  1685/10373 (16%)
[UE1] [2025-07-19 14:27:39] [  5]  55.00-56.00  sec  12.2 MBytes   102 Mbits/sec  0.080 ms  1474/10307 (14%)
[UE1] [2025-07-19 14:27:40] [  5]  56.00-57.00  sec  12.2 MBytes   102 Mbits/sec  0.082 ms  1572/10390 (15%)
[UE1] [2025-07-19 14:27:41] [  5]  57.00-58.00  sec  12.0 MBytes   101 Mbits/sec  0.096 ms  1539/10233 (15%)
[UE1] [2025-07-19 14:27:42] [  5]  58.00-59.00  sec  12.2 MBytes   102 Mbits/sec  0.070 ms  1497/10324 (15%)
[UE1] [2025-07-19 14:27:43] [  5]  59.00-60.00  sec  12.0 MBytes   100 Mbits/sec  0.110 ms  1480/10154 (15%)
[UE1] [2025-07-19 14:27:44] [  5]  60.00-61.00  sec  12.2 MBytes   102 Mbits/sec  0.084 ms  1936/10767 (18%)
[UE1] [2025-07-19 14:27:45] [  5]  61.00-62.00  sec  12.2 MBytes   102 Mbits/sec  0.070 ms  1520/10353 (15%)
[UE1] [2025-07-19 14:27:46] [  5]  62.00-63.00  sec  11.4 MBytes  95.6 Mbits/sec  0.073 ms  1301/9549 (14%)
[UE1] [2025-07-19 14:27:47] [  5]  63.00-64.00  sec  12.0 MBytes   101 Mbits/sec  0.080 ms  2255/10940 (21%)
[UE1] [2025-07-19 14:27:48] [  5]  64.00-65.00  sec  12.2 MBytes   102 Mbits/sec  0.072 ms  1677/10504 (16%)
[UE1] [2025-07-19 14:27:49] [  5]  65.00-66.00  sec  12.2 MBytes   102 Mbits/sec  0.114 ms  1669/10496 (16%)
[UE1] [2025-07-19 14:27:50] [  5]  66.00-67.00  sec  12.0 MBytes   101 Mbits/sec  0.082 ms  1720/10412 (17%)
[UE1] [2025-07-19 14:27:51] [  5]  67.00-68.00  sec  12.2 MBytes   102 Mbits/sec  0.098 ms  1472/10291 (14%)
[UE1] [2025-07-19 14:27:52] [  5]  68.00-69.00  sec  12.0 MBytes   101 Mbits/sec  0.076 ms  1490/10174 (15%)
[UE1] [2025-07-19 14:27:53] [  5]  69.00-70.00  sec  12.2 MBytes   102 Mbits/sec  0.121 ms  1432/10268 (14%)
[UE1] [2025-07-19 14:27:54] [  5]  70.00-71.00  sec  12.2 MBytes   102 Mbits/sec  0.080 ms  1662/10481 (16%)
[UE1] [2025-07-19 14:27:55] [  5]  71.00-72.00  sec  12.1 MBytes   102 Mbits/sec  0.122 ms  1408/10206 (14%)
[UE1] [2025-07-19 14:27:56] [  5]  72.00-73.00  sec  12.0 MBytes   101 Mbits/sec  0.081 ms  1583/10304 (15%)
[UE1] [2025-07-19 14:27:57] [  5]  73.00-74.00  sec  12.0 MBytes   100 Mbits/sec  0.106 ms  1762/10428 (17%)
[UE1] [2025-07-19 14:27:58] [  5]  74.00-75.00  sec  12.2 MBytes   102 Mbits/sec  0.076 ms  1527/10364 (15%)
[UE1] [2025-07-19 14:27:59] [  5]  75.00-76.00  sec  12.2 MBytes   102 Mbits/sec  0.088 ms  1563/10399 (15%)
[UE1] [2025-07-19 14:28:00] [  5]  76.00-77.00  sec  12.0 MBytes   100 Mbits/sec  0.117 ms  1771/10436 (17%)
[UE1] [2025-07-19 14:28:01] [  5]  77.00-78.00  sec  12.2 MBytes   102 Mbits/sec  0.075 ms  1518/10356 (15%)
[UE1] [2025-07-19 14:28:02] [  5]  78.00-79.00  sec  11.4 MBytes  95.4 Mbits/sec  0.080 ms  2224/10462 (21%)
[UE1] [2025-07-19 14:28:03] [  5]  79.00-80.00  sec  12.2 MBytes   102 Mbits/sec  0.095 ms  1666/10501 (16%)
[UE1] [2025-07-19 14:28:04] [  5]  80.00-81.00  sec  12.0 MBytes   101 Mbits/sec  0.119 ms  1407/10086 (14%)
[UE1] [2025-07-19 14:28:05] [  5]  81.00-82.00  sec  12.2 MBytes   102 Mbits/sec  0.102 ms  1475/10300 (14%)
[UE1] [2025-07-19 14:28:06] [  5]  82.00-83.00  sec  12.2 MBytes   102 Mbits/sec  0.091 ms  1535/10362 (15%)
[UE1] [2025-07-19 14:28:07] [  5]  83.00-84.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1611/10446 (15%)
[UE1] [2025-07-19 14:28:08] [  5]  84.00-85.00  sec  12.6 MBytes   106 Mbits/sec  0.088 ms  1588/10718 (15%)
[UE1] [2025-07-19 14:28:09] [  5]  85.00-86.00  sec  12.2 MBytes   102 Mbits/sec  0.102 ms  1557/10366 (15%)
[UE1] [2025-07-19 14:28:10] [  5]  86.00-87.00  sec  12.0 MBytes   101 Mbits/sec  0.083 ms  1400/10094 (14%)
[UE1] [2025-07-19 14:28:11] [  5]  87.00-88.00  sec  12.2 MBytes   102 Mbits/sec  0.098 ms  1768/10604 (17%)
[UE1] [2025-07-19 14:28:12] [  5]  88.00-89.00  sec  12.0 MBytes   100 Mbits/sec  0.087 ms  1479/10145 (15%)
[UE1] [2025-07-19 14:28:13] [  5]  89.00-90.00  sec  12.2 MBytes   102 Mbits/sec  0.088 ms  1585/10421 (15%)
[UE1] [2025-07-19 14:28:14] [  5]  90.00-91.00  sec  11.4 MBytes  95.4 Mbits/sec  0.072 ms  1360/9599 (14%)
[UE1] [2025-07-19 14:28:15] [  5]  91.00-92.00  sec  12.2 MBytes   102 Mbits/sec  0.099 ms  2327/11158 (21%)
[UE1] [2025-07-19 14:28:16] [  5]  92.00-93.00  sec  12.0 MBytes   101 Mbits/sec  0.101 ms  1441/10121 (14%)
[UE1] [2025-07-19 14:28:17] [  5]  93.00-94.00  sec  11.6 MBytes  97.3 Mbits/sec  0.080 ms  1473/9874 (15%)
[UE1] [2025-07-19 14:28:18] [  5]  94.00-95.00  sec  12.0 MBytes   101 Mbits/sec  0.115 ms  2294/10986 (21%)
[UE1] [2025-07-19 14:28:19] [  5]  95.00-96.00  sec  12.2 MBytes   102 Mbits/sec  0.085 ms  1558/10378 (15%)
[UE1] [2025-07-19 14:28:20] [  5]  96.00-97.00  sec  11.4 MBytes  95.5 Mbits/sec  0.076 ms  1429/9675 (15%)
[UE1] [2025-07-19 14:28:21] [  5]  97.00-98.00  sec  12.2 MBytes   102 Mbits/sec  0.079 ms  2120/10950 (19%)
[UE1] [2025-07-19 14:28:22] [  5]  98.00-99.00  sec  11.4 MBytes  95.5 Mbits/sec  0.106 ms  1431/9678 (15%)
[UE1] [2025-07-19 14:28:24] [  5]  99.00-100.00 sec  12.8 MBytes   107 Mbits/sec  0.085 ms  2086/11347 (18%)
[UE1] [2025-07-19 14:28:25] [  5]   0.00-1.00   sec  3.74 MBytes  31.4 Mbits/sec  0.227 ms  0/2710 (0%)
[UE1] [2025-07-19 14:28:26] [  5]   1.00-2.00   sec  3.57 MBytes  30.0 Mbits/sec  0.167 ms  0/2588 (0%)
[UE1] [2025-07-19 14:28:27] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.170 ms  0/2591 (0%)
[UE1] [2025-07-19 14:28:28] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.294 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:29] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.248 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:30] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.173 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:31] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.174 ms  0/2591 (0%)
[UE1] [2025-07-19 14:28:32] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.167 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:33] [  5]   8.00-9.00   sec  3.57 MBytes  30.0 Mbits/sec  0.175 ms  0/2587 (0%)
[UE1] [2025-07-19 14:28:34] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.185 ms  0/2593 (0%)
[UE1] [2025-07-19 14:28:35] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.190 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:36] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:37] [  5]  12.00-13.00  sec  3.57 MBytes  30.0 Mbits/sec  0.172 ms  0/2587 (0%)
[UE1] [2025-07-19 14:28:38] [  5]  13.00-14.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:39] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.120 ms  0/2593 (0%)
[UE1] [2025-07-19 14:28:40] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.150 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:41] [  5]  16.00-17.00  sec  3.57 MBytes  30.0 Mbits/sec  0.165 ms  0/2588 (0%)
[UE1] [2025-07-19 14:28:42] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:43] [  5]  18.00-19.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2592 (0%)
[UE1] [2025-07-19 14:28:44] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.276 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:45] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.220 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:46] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.157 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:47] [  5]  22.00-23.00  sec  3.57 MBytes  30.0 Mbits/sec  0.158 ms  0/2587 (0%)
[UE1] [2025-07-19 14:28:48] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.115 ms  0/2593 (0%)
[UE1] [2025-07-19 14:28:49] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.132 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:50] [  5]  25.00-26.00  sec  3.57 MBytes  30.0 Mbits/sec  0.293 ms  0/2587 (0%)
[UE1] [2025-07-19 14:28:51] [  5]  26.00-27.00  sec  3.58 MBytes  30.0 Mbits/sec  0.181 ms  0/2592 (0%)
[UE1] [2025-07-19 14:28:52] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.171 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:53] [  5]  28.00-29.00  sec  3.58 MBytes  30.0 Mbits/sec  0.137 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:54] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.124 ms  0/2592 (0%)
[UE1] [2025-07-19 14:28:55] [  5]  30.00-31.00  sec  3.57 MBytes  30.0 Mbits/sec  0.151 ms  0/2588 (0%)
[UE1] [2025-07-19 14:28:56] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.236 ms  0/2592 (0%)
[UE1] [2025-07-19 14:28:57] [  5]  32.00-33.00  sec  3.58 MBytes  30.0 Mbits/sec  0.211 ms  0/2590 (0%)
[UE1] [2025-07-19 14:28:58] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.247 ms  0/2589 (0%)
[UE1] [2025-07-19 14:28:59] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:00] [  5]  35.00-36.00  sec  3.58 MBytes  30.0 Mbits/sec  0.160 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:01] [  5]  36.00-37.00  sec  3.57 MBytes  30.0 Mbits/sec  0.167 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:02] [  5]  37.00-38.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:03] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.156 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:04] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.157 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:05] [  5]  40.00-41.00  sec  3.57 MBytes  30.0 Mbits/sec  0.147 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:06] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.152 ms  0/2593 (0%)
[UE1] [2025-07-19 14:29:07] [  5]  42.00-43.00  sec  3.57 MBytes  30.0 Mbits/sec  0.188 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:08] [  5]  43.00-44.00  sec  3.57 MBytes  29.9 Mbits/sec  0.378 ms  0/2584 (0%)
[UE1] [2025-07-19 14:29:09] [  5]  44.00-45.00  sec  3.58 MBytes  30.1 Mbits/sec  0.198 ms  0/2596 (0%)
[UE1] [2025-07-19 14:29:10] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:11] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.254 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:12] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.222 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:13] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.289 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:14] [  5]  49.00-50.00  sec  3.57 MBytes  30.0 Mbits/sec  0.205 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:15] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.183 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:16] [  5]  51.00-52.00  sec  3.57 MBytes  30.0 Mbits/sec  0.119 ms  0/2588 (0%)
[UE1] [2025-07-19 14:29:17] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.159 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:18] [  5]  53.00-54.00  sec  3.58 MBytes  30.0 Mbits/sec  0.202 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:19] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.206 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:20] [  5]  55.00-56.00  sec  3.57 MBytes  29.9 Mbits/sec  0.352 ms  0/2585 (0%)
[UE1] [2025-07-19 14:29:21] [  5]  56.00-57.00  sec  3.58 MBytes  30.0 Mbits/sec  0.242 ms  0/2594 (0%)
[UE1] [2025-07-19 14:29:22] [  5]  57.00-58.00  sec  3.57 MBytes  30.0 Mbits/sec  0.253 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:23] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.234 ms  0/2591 (0%)
[UE1] [2025-07-19 14:29:24] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:25] [  5]  60.00-61.00  sec  3.58 MBytes  30.0 Mbits/sec  0.208 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:26] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.148 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:27] [  5]  62.00-63.00  sec  3.57 MBytes  30.0 Mbits/sec  0.185 ms  0/2588 (0%)
[UE1] [2025-07-19 14:29:28] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.206 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:29] [  5]  64.00-65.00  sec  3.57 MBytes  30.0 Mbits/sec  0.267 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:30] [  5]  65.00-66.00  sec  3.58 MBytes  30.0 Mbits/sec  0.286 ms  0/2593 (0%)
[UE1] [2025-07-19 14:29:31] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:32] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.144 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:33] [  5]  68.00-69.00  sec  3.58 MBytes  30.0 Mbits/sec  0.236 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:34] [  5]  69.00-70.00  sec  3.57 MBytes  30.0 Mbits/sec  0.178 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:35] [  5]  70.00-71.00  sec  3.58 MBytes  30.0 Mbits/sec  0.197 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:36] [  5]  71.00-72.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:37] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.253 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:38] [  5]  73.00-74.00  sec  3.58 MBytes  30.0 Mbits/sec  0.164 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:39] [  5]  74.00-75.00  sec  3.58 MBytes  30.0 Mbits/sec  0.332 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:40] [  5]  75.00-76.00  sec  3.57 MBytes  30.0 Mbits/sec  0.174 ms  0/2588 (0%)
[UE1] [2025-07-19 14:29:41] [  5]  76.00-77.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:42] [  5]  77.00-78.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:43] [  5]  78.00-79.00  sec  3.58 MBytes  30.0 Mbits/sec  0.153 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:44] [  5]  79.00-80.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:45] [  5]  80.00-81.00  sec  3.58 MBytes  30.0 Mbits/sec  0.323 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:46] [  5]  81.00-82.00  sec  3.58 MBytes  30.0 Mbits/sec  0.249 ms  0/2591 (0%)
[UE1] [2025-07-19 14:29:47] [  5]  82.00-83.00  sec  3.57 MBytes  30.0 Mbits/sec  0.158 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:48] [  5]  83.00-84.00  sec  3.58 MBytes  30.0 Mbits/sec  0.255 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:49] [  5]  84.00-85.00  sec  3.58 MBytes  30.0 Mbits/sec  0.227 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:50] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:51] [  5]  86.00-87.00  sec  3.58 MBytes  30.0 Mbits/sec  0.163 ms  0/2589 (0%)
[UE1] [2025-07-19 14:29:52] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.229 ms  0/2591 (0%)
[UE1] [2025-07-19 14:29:53] [  5]  88.00-89.00  sec  3.57 MBytes  30.0 Mbits/sec  0.153 ms  0/2588 (0%)
[UE1] [2025-07-19 14:29:54] [  5]  89.00-90.00  sec  3.57 MBytes  30.0 Mbits/sec  0.309 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:55] [  5]  90.00-91.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2594 (0%)
[UE1] [2025-07-19 14:29:56] [  5]  91.00-92.00  sec  3.57 MBytes  30.0 Mbits/sec  0.204 ms  0/2587 (0%)
[UE1] [2025-07-19 14:29:57] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2590 (0%)
[UE1] [2025-07-19 14:29:58] [  5]  93.00-94.00  sec  3.58 MBytes  30.0 Mbits/sec  0.266 ms  0/2592 (0%)
[UE1] [2025-07-19 14:29:59] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2590 (0%)
[UE1] [2025-07-19 14:30:00] [  5]  95.00-96.00  sec  3.57 MBytes  30.0 Mbits/sec  0.264 ms  0/2587 (0%)
[UE1] [2025-07-19 14:30:01] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.204 ms  0/2590 (0%)
[UE1] [2025-07-19 14:30:02] [  5]  97.00-98.00  sec  3.58 MBytes  30.0 Mbits/sec  0.229 ms  0/2592 (0%)
[UE1] [2025-07-19 14:30:03] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.184 ms  0/2590 (0%)
[UE1] [2025-07-19 14:30:04] [  5]  99.00-100.00 sec  3.57 MBytes  30.0 Mbits/sec  0.232 ms  0/2586 (0%)
[UE1] [2025-07-19 14:30:07] [  5]   0.00-1.00   sec  9.36 MBytes  78.5 Mbits/sec  0.179 ms  0/6775 (0%)
[UE1] [2025-07-19 14:30:08] [  5]   1.00-2.00   sec  12.0 MBytes   100 Mbits/sec  0.136 ms  0/8659 (0%)
[UE1] [2025-07-19 14:30:09] [  5]   2.00-3.00   sec  11.4 MBytes  95.3 Mbits/sec  0.095 ms  1039/9262 (11%)
[UE1] [2025-07-19 14:30:10] [  5]   3.00-4.00   sec  10.3 MBytes  86.3 Mbits/sec  0.123 ms  1501/8954 (17%)
[UE1] [2025-07-19 14:30:11] [  5]   4.00-5.00   sec  12.4 MBytes   104 Mbits/sec  0.094 ms  2739/11721 (23%)
[UE1] [2025-07-19 14:30:12] [  5]   5.00-6.00   sec  11.8 MBytes  99.2 Mbits/sec  0.089 ms  1602/10163 (16%)
[UE1] [2025-07-19 14:30:13] [  5]   6.00-7.00   sec  11.7 MBytes  98.0 Mbits/sec  0.098 ms  1598/10057 (16%)
[UE1] [2025-07-19 14:30:14] [  5]   7.00-8.00   sec  12.4 MBytes   104 Mbits/sec  0.102 ms  1821/10794 (17%)
[UE1] [2025-07-19 14:30:15] [  5]   8.00-9.00   sec  11.2 MBytes  94.3 Mbits/sec  0.109 ms  1613/9757 (17%)
[UE1] [2025-07-19 14:30:16] [  5]   9.00-10.00  sec  11.7 MBytes  98.0 Mbits/sec  0.087 ms  2079/10538 (20%)
[UE1] [2025-07-19 14:30:17] [  5]  10.00-11.00  sec  11.8 MBytes  98.9 Mbits/sec  0.110 ms  2167/10708 (20%)
[UE1] [2025-07-19 14:30:18] [  5]  11.00-12.00  sec  11.7 MBytes  97.8 Mbits/sec  0.077 ms  1769/10213 (17%)
[UE1] [2025-07-19 14:30:19] [  5]  12.00-13.00  sec  11.9 MBytes  99.4 Mbits/sec  0.118 ms  1837/10421 (18%)
[UE1] [2025-07-19 14:30:20] [  5]  13.00-14.00  sec  11.8 MBytes  99.0 Mbits/sec  0.090 ms  1598/10146 (16%)
